,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
169,177,Nicola Davies,Lauren Allen-White,HXTO28280480553169,3,0.431734172,0.0,2019-11-29T00:00:00,19,53751.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,30000.0,2020-02-12T17:39:09,,,,,,,,,472939365.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,100000.0,False,True,1.0,19000.0,
171,179,Brenda Cartwright-Goddard,Dr. Matthew Wright,JHCT31571283180596,0,0.3866329387,0.0,2016-01-29T00:00:00,0,22692.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,50000.0,2020-02-12T17:32:34,,,,,,,,,111045978.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,400000.0,True,False,1.0,142400.0,
174,182,Beth Bishop,Geraldine Bibi,OVOY95264117835866,81,0.3553814561,0.0,2012-07-30T00:00:00,35,23641.01,70000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,70000.0,2020-02-12T17:27:39,2018-12-31T02:00:00,1147880.0,300332.0,1296946.0,996613.0,0.0,345055.0,436402.0,3715209.0,3375686.0,12.0,339523.0,2011.0,De 6 a 10 anos,99800.0,False,True,1.0,10800.0,
176,184,Clive Thompson,Phillip Murphy,UPKQ94193396515286,2,0.0,,2018-07-27T17:26:39,0,0.0,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,30000.0,2020-02-12T18:19:40,,,,,,,,,2725085.0,0.0,12.0,0.0,2003.0,Acima de 17 anos,88000.0,False,True,0.0,13500.0,
177,185,Gary Douglas,Adrian Brown,ITJQ79856815473683,2,0.0,,2018-11-05T12:27:34,0,0.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,2020-02-12T17:37:10,,,,,,,,,52730621.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,2100000.0,False,False,0.0,708671.0,
178,186,Dr. Harry Ellis,Mr. Arthur Burke,TZTX97442334179272,3,0.2724753,0.0,2015-09-28T00:00:00,0,0.0,20000.0,AprovadoComite,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,20000.0,2020-02-12T20:46:30,,,,,,,,,0.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,15000.0,False,True,1.0,5920.0,
180,188,Josh Wallis-Harrison,Sharon Leonard,MLNX50789913132771,6,0.3587808464,0.0,2018-07-16T00:00:00,44,26469.66,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,2020-02-12T17:34:38,,,,,,,,,3538420.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,175000.0,False,True,1.0,5674.0,
181,189,Dr. Trevor Brown,Reece Rogers,SBEA77170966206008,690,0.4210653684,0.0,2006-05-22T00:00:00,40,98698.7,300000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.047658081452834,300000.0,2020-02-12T17:20:37,2019-10-31T03:00:00,9726587.0,8348177.0,10370619.0,1569857.0,0.0,8174721.0,3385874.0,20254913.0,7983449.0,10.0,12271464.0,1985.0,Acima de 17 anos,1300000.0,False,False,0.9973025608,873068.0,
182,190,Kirsty Haynes-Green,Ricky Bartlett,OBUO85813255423758,9,0.4436293532,0.0,2013-07-15T00:00:00,63,335597.76,150000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8867924528301886,0.1132075471698113,0.0,150000.0,2020-02-12T17:21:29,2019-10-31T03:00:00,23032274.0,9906966.0,26124667.0,16058452.0,2220226.0,7403931.0,14514143.0,31824213.0,14022530.0,10.0,17801683.0,1998.0,Acima de 17 anos,250000.0,False,False,1.0,4205149.0,
183,191,Gavin Spencer,Donna Lowe,ETUZ80399015507279,0,0.0,,2019-06-24T17:24:09,0,0.0,10000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,10000.0,2020-02-12T20:46:57,,,,,,,,,157553.0,0.0,1.0,0.0,2010.0,De 6 a 10 anos,88000.0,False,True,0.0,4400.0,
188,197,Mr. Benjamin Lewis,Joshua Jones,NEAH59875723026239,4,0.0,,2018-09-20T15:23:18,0,0.0,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,-2e-16,50000.0,2020-02-12T17:33:10,2018-12-31T00:00:00,1895104.0,1574589.0,1927104.0,0.0,0.0,491707.0,1318549.0,2416870.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,550000.0,False,True,0.0,30400.0,
190,199,Dale Allen-Townsend,Gregory Taylor,EJHZ12668634515482,39,0.2604190589,0.0,2012-01-31T00:00:00,0,0.0,90000.0,AprovadoComite,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.866497888013251,90000.0,2020-02-12T17:24:19,2019-12-31T03:00:00,16927928.0,15279399.0,17136162.0,298840.0,0.0,10488057.0,323898.0,20381441.0,0.0,12.0,0.0,2002.0,Acima de 17 anos,400000.0,False,True,0.8687724199,0.0,
191,200,Lesley Hart,Sally Roberts,EBGF27107432817677,153,0.0,,2018-08-10T15:54:54,0,0.0,80000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,80000.0,2020-02-12T17:26:46,2018-12-31T02:00:00,1694868.0,403464.0,1831038.0,1831038.0,0.0,858661.0,775888.0,3399365.0,1613686.0,12.0,1785679.0,2012.0,De 6 a 10 anos,50000.0,False,True,0.0,43000.0,
192,201,Amber Smith,Chelsea Smith-Cox,EFMB43041243982596,4,0.5074172904,0.0,2013-03-28T00:00:00,0,0.0,240000.0,AprovadoComite,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.866025403784439,240000.0,2020-02-12T17:26:06,2018-12-31T02:00:00,12731021.0,14982805.0,15484796.0,501991.0,0.0,1011239.0,9263119.0,1819859.0,558278.0,12.0,1261581.0,1996.0,Acima de 17 anos,95400.0,True,True,1.0,34400.0,
193,202,Dylan Andrews,Dr. Andrew Davies,SNFU93394431510082,0,0.0,,2016-11-16T17:20:46,0,0.0,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,2020-02-12T18:31:02,2017-12-31T00:00:00,1039010.0,158609.0,1271122.0,1271122.0,0.0,218320.0,606940.0,3874929.0,1509631.0,12.0,2365298.0,2004.0,De 11 a 16 anos,93700.0,False,True,0.0,3520.0,
194,203,Ms. Hayley Smith,Julia Howard,AAQO50798743666168,17,0.5265257649,0.0,2015-02-26T00:00:00,0,0.0,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,-0.866025403784439,50000.0,2020-02-12T18:18:23,,,,,,,,,3354956.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,350000.0,False,True,1.0,96201.0,
195,204,Shaun Smith,Alex Lamb,WNVJ91334935595441,45,0.4006444775,0.0,2009-01-14T00:00:00,30,78751.34,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,0.866025403784439,50000.0,2020-02-12T20:26:50,,,,,,,,,5010416.0,0.0,12.0,0.0,1992.0,Acima de 17 anos,100000.0,False,False,1.0,525000.0,
197,206,Dr. Vanessa Bird,Anne Payne,GTPO06511661214973,25,0.3716760334,0.0,2012-12-21T00:00:00,63,176480.0,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.5283018867924528,0.4716981132075471,0.866025403784439,50000.0,2020-02-12T20:14:14,2019-07-29T00:00:00,1963740.0,1473628.0,1970498.0,-1387775.0,0.0,0.0,891562.0,4926937.0,1983609.0,12.0,2943328.0,2008.0,De 11 a 16 anos,100000.0,False,True,1.0,26400.0,
198,207,Mrs. Amber Ward,Dale Knight,OYVS59562613587408,6,0.5578428231,0.0,2019-04-15T00:00:00,10,73970.0,41000.0,AprovadoComite,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,40000.0,2020-02-12T20:47:37,,,,,,,,,5201591.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,1.0,0.0,
199,208,Lisa Jones,Ms. Marilyn Macdonald,XCCG55847948703706,22,0.4217446292,0.0,2017-01-31T00:00:00,20,3498.66,17000.0,AprovadoComite,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.415320691387656,17000.0,2020-02-12T20:49:45,,,,,,,,,1226031.0,0.0,12.0,0.0,1987.0,Acima de 17 anos,100000.0,False,True,0.8937693295,16200.0,
200,209,Ellie Whitehouse,Abdul Hayes,GYBO66878421259139,3,0.261576307,0.0,2019-02-20T00:00:00,0,0.0,25000.0,AprovadoComite,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,25000.0,2020-02-12T20:48:08,,,,,,,,,1372450.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,20000.0,False,True,1.0,26258.0,
201,210,Clifford Lucas,Patricia Newton,YMBH12073345858823,259,0.5213125099,0.0,2006-06-12T00:00:00,36,41582.3,60000.0,AprovadoComite,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.963804678630518,60000.0,2020-02-12T20:13:30,2018-12-31T02:00:00,2011179.0,2308864.0,2308864.0,2080121.0,0.0,126477.0,1794022.0,3470727.0,2013505.0,12.0,1457222.0,1982.0,Acima de 17 anos,300000.0,False,True,0.9912998817,43000.0,
202,211,Donna Andrews,Dr. Reece Smith,QXSS73987172205916,3,0.4025694218,0.0,2006-03-17T00:00:00,0,0.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,50000.0,2020-02-12T20:48:37,,,,,,,,,8486361.0,0.0,12.0,0.0,1999.0,Acima de 17 anos,55000.0,False,True,1.0,43200.0,
203,212,Bryan Humphreys,Andrew Lane-Barry,DMPZ92267995656755,3,0.0,,2017-12-31T16:34:08,0,0.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,50000.0,2020-02-12T20:49:06,2018-10-31T00:00:00,70513846.0,57589082.0,102169334.0,29804631.0,10369730.0,22811551.0,34808268.0,281864166.0,106702039.0,12.0,175162127.0,2015.0,De 0 a 5 anos,28000.0,False,False,0.0,0.0,
205,214,Dr. Harry Smith,Abdul Middleton,UNNL61759531370907,4,0.2773767089,0.0,2015-07-15T00:00:00,0,0.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,50000.0,2020-02-12T20:50:16,2018-12-31T00:00:00,4857895.0,4165708.0,4923049.0,3890647.0,0.0,2305774.0,2267578.0,2800188.0,1550869.0,12.0,1249319.0,2010.0,De 6 a 10 anos,100000.0,False,True,1.0,132000.0,
206,215,Dr. Max McDonald,Samuel Evans-Williams,DLLY26215095484957,15,0.0,,2017-09-08T14:13:37,0,0.0,30000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,30000.0,2020-02-12T20:53:20,,,,,,,,,1575261.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,80000.0,True,False,0.0,2200.0,
208,217,Justin Barber,Ms. Jacqueline Blake,EFWO30725556850914,0,0.0,,2019-02-21T10:58:05,0,0.0,15000.0,AprovadoComite,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,15000.0,2020-02-12T20:53:51,,,,,,,,,582389.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,93700.0,False,True,0.0,94500.0,
209,218,Dennis Osborne,Ms. Jade Lewis,MLYA84308065579191,6,0.0,,2015-04-30T17:18:05,0,0.0,30000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.866025403784439,10000.0,2020-02-12T20:56:00,,,,,,,,,2280444.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,100000.0,False,True,0.0,43200.0,
210,219,Dr. Gordon Lloyd,Miss Alexandra Graham,VDKM49598190317908,9,0.4690957976,0.0,2018-12-12T00:00:00,0,0.0,39000.0,AprovadoComite,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,30000.0,2020-02-12T20:56:41,,,,,,,,,1410997.0,0.0,12.0,0.0,2005.0,De 11 a 16 anos,20000.0,False,True,1.0,5920.0,
212,221,June Lane,Miss Sharon Peters,VKMN77216991472135,18,0.4901655208,0.0,2017-07-18T00:00:00,47,33269.26,40000.0,AprovadoComite,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,-0.866025403784439,40000.0,2020-02-12T20:57:16,,,,,,,,,4493287.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,280000.0,False,True,1.0,96000.0,
213,222,Connor Saunders,Ellie Davies-Skinner,ANAY78386466310038,14,0.397272031,0.0,2018-05-18T00:00:00,119,9447.33,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,5000.0,2020-02-12T20:58:05,,,,,,,,,864850.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,50000.0,False,False,1.0,2200.0,
214,223,Lynn King,Kyle Patel,RVXB80615284037183,0,0.0,,2017-01-23T17:21:09,0,0.0,20000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,20000.0,2020-02-12T20:59:29,,,,,,,,,53230314.0,0.0,12.0,0.0,1976.0,Acima de 17 anos,2592200.0,False,False,0.0,7241825.0,
215,224,Ian Jordan,Dr. Bruce Ellis,YSOL50029380040704,5,0.3948846371,0.0,2020-01-22T00:00:00,0,0.0,70000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,40000.0,2020-02-12T20:58:45,2019-12-31T03:00:00,426170.0,90248.0,1108281.0,200000.0,0.0,0.0,0.0,4754277.0,1901711.0,12.0,2852566.0,2006.0,De 11 a 16 anos,200000.0,False,True,1.0,4400.0,
216,225,Joseph Nicholls,Pamela Wright,KPEM58538427194464,99,0.3963797644,0.0,2015-03-16T00:00:00,0,0.0,10000.0,AprovadoComite,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.40475243541062,10000.0,2020-02-12T21:00:56,,,,,,,,,182467.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,160000.0,False,True,0.2107627689,3700.0,
217,226,Brenda Ahmed,Mr. Owen Turner,SKDX06948896093259,0,0.0,,2017-08-30T17:22:29,0,0.0,10000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,10000.0,2020-02-13T14:11:48,,,,,,,,,7658339.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,250000.0,False,True,0.0,52800.0,
218,227,Ms. Pauline Hunter,Mr. Iain Sykes,OEIN37154516828064,23,0.5306585034,0.0,2009-07-20T00:00:00,36,246173.7,140000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,140000.0,2020-02-12T19:13:08,2018-12-31T02:00:00,2166908.0,478690.0,2484199.0,2005509.0,7502.0,1093678.0,787035.0,5340503.0,2429159.0,12.0,-2911344.0,1999.0,Acima de 17 anos,100000.0,False,False,1.0,284800.0,
219,228,Dr. Abdul Jarvis,Gail Ahmed,YREU38607047866599,104,0.3967504431,0.0,2019-10-02T00:00:00,0,0.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,50000.0,2020-02-13T14:15:55,2018-12-31T00:00:00,39170896.0,45565415.0,75905983.0,18791510.0,11434895.0,17215511.0,15312467.0,254985493.0,251771713.0,12.0,3213780.0,2002.0,Acima de 17 anos,89864000.0,True,False,1.0,70561800.0,
221,230,Trevor Wright,Jonathan Williams,ZMDG09040307920904,4,0.2249504644,0.0,2013-07-31T00:00:00,0,0.0,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,-0.866025403784439,40000.0,2020-02-13T14:17:03,,,,,,,,,3826682.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,300000.0,False,True,1.0,66000.0,
223,232,Mr. Danny Bradley,Mrs. Beverley Khan,DQHR28993190990331,3,0.4436771274,0.0,2018-09-28T00:00:00,507,154941.09,181000.0,AprovadoComite,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,-0.866025403784439,181000.0,2020-02-12T18:12:14,2018-12-31T02:00:00,186878615.0,134753788.0,238226118.0,91751513.0,119779204.0,62756198.0,81135003.0,737708848.0,0.0,12.0,0.0,1958.0,Acima de 17 anos,78600000.0,True,False,1.0,71703256.0,
225,234,Jodie Coleman,Jamie Edwards,OGFM37134126556262,3,0.0,,2015-10-30T11:37:20,0,0.0,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,0.866025403784439,30000.0,2020-02-13T14:18:38,2018-12-31T00:00:00,828573.0,99377.0,1305884.0,200000.0,0.0,111922.0,119294.0,3233330.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,200000.0,False,True,0.0,2700.0,
227,236,Kirsty Johnson-Ward,Leanne Harris,GSFM85684784428544,3,0.0,,2018-03-29T17:25:58,0,0.0,10000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,10000.0,2020-02-13T14:41:22,,,,,,,,,2689666.0,0.0,12.0,0.0,1993.0,Acima de 17 anos,80000.0,False,True,0.0,81000.0,
228,237,Mr. Brandon Harvey,Gerald Carter,BAKQ80361753127845,6,0.4200234266,0.0,2019-11-08T00:00:00,0,0.0,10000.0,AprovadoComite,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.0,10000.0,2020-02-13T14:46:04,,,,,,,,,657883.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,10000.0,False,True,1.0,21600.0,
230,239,Dr. Sylvia Rogers,Michelle Perry,XSMD78195314114313,6,0.3279276866,0.0,2017-01-13T00:00:00,0,3033.34,27000.0,AprovadoComite,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.0,10500.0,2020-02-13T14:46:45,,,,,,,,,537497.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,100000.0,False,True,1.0,49400.0,
231,240,Ms. Anna Pearce,Gemma Patel-Clark,TWVO55546721859773,3,0.572532815,0.0,2018-09-03T00:00:00,0,0.0,40000.0,AprovadoComite,De 11 a 30 % - Baixo,0.6981132075471698,0.3018867924528301,0.0,40000.0,2020-02-13T14:54:23,,,,,,,,,234176009.0,0.0,12.0,0.0,1946.0,Acima de 17 anos,300000.0,True,False,1.0,7815947.0,
232,241,David Moore,Mrs. Margaret Nelson,NIRS22286668315637,0,0.227029661,0.0,2020-02-14T00:00:00,163,14760.2,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8867924528301886,0.1132075471698113,0.0,30000.0,2020-02-13T17:04:55,2019-05-31T00:00:00,13769660.0,13583445.0,14878097.0,7402373.0,3877601.0,6733077.0,4076110.0,8622213.0,2432542.0,5.0,6189671.0,2003.0,Acima de 17 anos,1000000.0,False,False,1.0,2681972.0,
234,243,Graham Harvey,Mr. Leon Wilkinson,AYLA06199962278666,105,0.2730283729,0.0,2007-02-05T00:00:00,11,2040.0,30000.0,AprovadoComite,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,30000.0,2020-02-13T17:09:42,2018-12-31T00:00:00,7358812.0,1886792.0,9116010.0,5906345.0,527234.0,3555893.0,3114528.0,11684375.0,5030415.0,12.0,6653960.0,2006.0,De 11 a 16 anos,500000.0,True,True,0.9801490393,5200.0,
235,244,Elliott Perry,Dr. Pamela Chamberlain,YGPD81704371639473,0,0.1264242401,0.0,2016-10-14T00:00:00,21,13248.0,80000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9056603773584904,0.0943396226415094,0.0,80000.0,2020-02-13T17:05:28,2018-12-31T02:00:00,7951460.0,4686113.0,7959097.0,3261598.0,1235500.0,0.0,1594900.0,23014397.0,6239000.0,12.0,16775861.0,2012.0,De 6 a 10 anos,65000.0,False,False,1.0,13500.0,
237,246,Abdul Ward,Dr. Judith Woods,XCVO21635112006067,57,0.4434305202,0.0,2019-06-28T00:00:00,70,4440.0,25000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,25000.0,2020-02-13T14:30:27,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
238,247,Carole Cox-Ellis,Dr. Judith Woods,QAED54967239109793,68,0.329276771,0.0,2019-06-28T00:00:00,0,0.0,25000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,25000.0,2020-02-13T17:15:04,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
239,248,Kenneth Atkinson,Mr. Conor Jones,KCIH08010584528978,68,0.0,,2019-07-03T10:14:36,0,0.0,35000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,35000.0,2020-02-13T14:51:19,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,0.0,0.0,
240,249,Carole Cox-Ellis,Dr. Judith Woods,CXLA78251686071546,7,0.2228348149,0.0,2019-07-02T00:00:00,0,0.0,20000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,20000.0,2020-02-13T14:26:34,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
241,250,Carole Cox-Ellis,Dr. Judith Woods,CKHJ51070864129386,76,0.3333242317,0.0,2019-07-04T00:00:00,0,0.0,80000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,80000.0,2020-02-13T17:12:10,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
