,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
48,51,Dr. Billy Wells,Dr. Christopher Saunders,DDGD62654890764375,3,0.3533614354,0.0,2018-03-22T00:00:00,0,0.0,80000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.6981132075471698,0.3018867924528301,0.0,,,2019-10-31T03:00:00,17040601.0,10487000.0,17603497.0,1931629.0,2268831.0,10328670.0,6615614.0,438103964.0,2916036.0,12.0,-27592668.0,2008.0,De 11 a 16 anos,600000.0,True,True,1.0,2700.0,
51,54,Dr. Leigh Clarke,Terence Nicholls,ASBJ52162229993512,3,0.4186828305,0.0,2006-09-01T00:00:00,0,3591.24,40000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,1.15e-14,40000.0,,,,,,,,,,3101081.0,0.0,12.0,0.0,1998.0,Acima de 17 anos,60000.0,False,False,0.9946541086,99900.0,2020-02-05T19:15:50
53,56,Ms. Marion Parsons,Dr. Adrian Gilbert,YKMA43405696220284,18,0.448130494,0.0,2019-09-26T00:00:00,21,2192.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,333210.0,0.0,1.0,0.0,2012.0,De 6 a 10 anos,800000.0,False,True,1.0,0.0,2020-02-06T15:06:10
55,58,Mr. Andrew Bruce,Robin North,VYPC07643507109960,4,0.4752585847,0.0,2015-03-27T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,100000.0,,2019-12-31T03:00:00,3789231.0,846020.0,4149907.0,521942.0,772841.0,2231773.0,2894639.0,117090514.0,499790.0,12.0,-7231554.0,2011.0,De 6 a 10 anos,100000.0,False,True,1.0,221884.0,2020-02-06T14:04:23
66,70,Ronald Moore,Susan Payne,QNFU52239521391746,3,0.6505242696,0.0,2013-11-06T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,3365514.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,68000.0,False,True,1.0,19000.0,2020-02-06T17:27:57
67,71,Mr. Julian Scott,Julian Brown,MJEK50274612793018,7,0.3877332673,0.0,2013-02-25T00:00:00,63,10368.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2018-12-31T00:00:00,382348.0,890140.0,627034.0,460656.0,0.0,128803.0,212674.0,1177807.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,1.0,44000.0,2020-02-06T17:28:44
73,79,Kathryn Freeman,Ms. Carolyn Scott,AINE36470635590293,5,0.0,,2014-10-24T14:24:50,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.866025403784439,100000.0,,2018-12-31T02:00:00,10882979.0,7804759.0,12351125.0,801768.0,0.0,1552196.0,1119576.0,11235564.0,-405113.0,12.0,6920713.0,1996.0,Acima de 17 anos,2000000.0,False,False,0.0,808597.0,2020-02-06T17:11:35
80,86,Ms. Emma Moore,Yvonne Nixon-Carey,ATAG78921055340588,38,0.4108242018,0.0,2011-07-19T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,20000.0,,,,,,,,,,2298496.0,0.0,12.0,0.0,1991.0,Acima de 17 anos,3000.0,False,False,1.0,86000.0,2020-02-06T20:22:11
83,89,Dr. Anna Short,Denise Cook-Tyler,JSPJ30563552068367,7,0.0,,2010-04-30T17:12:15,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,3926252.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,245000.0,False,True,0.0,99900.0,2020-02-06T20:21:08
85,91,Dr. Eric Shaw,Marcus Shepherd,FBZF09738865495091,3,0.3243299545,0.0,2020-01-27T00:00:00,59,8197.2,6000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,6000.0,,,,,,,,,,1746101.0,0.0,7.0,0.0,2005.0,De 11 a 16 anos,200000.0,False,True,1.0,14400.0,2020-02-06T20:31:27
90,96,Dr. Claire Robinson,Dr. Stewart Waters,JSQJ85113702745505,4,0.3732162181,0.0,2013-07-11T00:00:00,9,5666.66,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,2020-02-12T20:24:50,,,,,,,,,35478786.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,100000.0,False,False,1.0,0.0,
94,100,Christian Richardson,Zoe Vaughan-Turner,TYKY32411026579458,64,0.3667671775,0.0,2010-04-08T00:00:00,203,259359.83,2500000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.866067862563484,1400000.0,,2019-03-01T03:00:00,78618332.0,49147072.0,81720910.0,31208354.0,0.0,27342670.0,26897412.0,37122463.0,29864299.0,2.0,306505670.0,1992.0,Acima de 17 anos,10000000.0,False,False,0.9999930711,0.0,2020-02-07T17:53:10
100,106,Geraldine James-Green,Anna Perkins,IGYR07692699924463,14,0.3718639226,0.0,2006-12-18T00:00:00,83,49782.66,80000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,80000.0,,2019-03-31T03:00:00,8654965.0,4113211.0,10220298.0,5827998.0,6150000.0,3470322.0,3849276.0,5389457.0,0.0,12.0,0.0,1992.0,Acima de 17 anos,90000.0,False,False,0.949152378,388500.0,2020-02-07T21:25:25
110,116,Bryan White-Fox,Terry Carter,LLWH30252956271441,27,0.4918249141,0.0,2008-09-10T00:00:00,63,2836656.0,800000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,800000.0,,2019-07-31T03:00:00,43700228.0,35066250.0,46610269.0,5801008.0,14938623.0,23798850.0,15796549.0,90502107.0,1957004.0,7.0,-65022701.0,2008.0,De 11 a 16 anos,728407.0,False,False,0.9915047802,12528228.0,2020-02-07T18:00:04
116,122,Mrs. Sharon Joyce,Denise Wilson,UNIW28467075472629,0,0.5201378579,0.0,2017-09-13T00:00:00,28,4715.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,30000.0,,,,,,,,,,2443834.0,0.0,12.0,0.0,2009.0,De 11 a 16 anos,100000.0,False,True,1.0,16200.0,2020-02-07T22:26:21
117,123,Dr. Shirley O'Connor,Ms. Leah Bennett,DQTN56697498210981,0,0.0,,2019-06-19T17:18:18,0,0.0,5000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,5000.0,,,,,,,,,,0.0,0.0,1.0,0.0,1962.0,Acima de 17 anos,50000.0,False,False,0.0,1604732.0,2020-02-07T20:04:26
119,125,Joyce Burton-Webb,Francesca Clements,WNQV38498519845109,2,0.5614737621,0.0,2013-12-16T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,3329454.0,0.0,12.0,0.0,2006.0,De 11 a 16 anos,100000.0,False,True,1.0,132000.0,2020-02-07T20:03:36
120,126,Dr. Henry Lewis,Mr. Donald Griffiths,YPOY57556377845748,0,0.0,,2019-04-25T17:28:18,0,0.0,15000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,15000.0,,,,,,,,,,3232345.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,20000.0,False,True,0.0,82500.0,2020-02-13T13:30:47
128,134,Sara Thomas-Rowe,Andrea Bartlett-Wood,MYME04190722582101,6,0.5495408039,0.0,2015-03-23T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8679245283018867,0.1320754716981132,0.0,30000.0,,,,,,,,,,9443099.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,100000.0,False,False,1.0,178000.0,2020-02-07T22:15:33
129,135,Antony Chapman,Deborah Scott-Spencer,DYHK10660727336093,2,0.5563296207,0.0,2017-06-21T00:00:00,76,13500.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,10000.0,,,,,,,,,,1591910.0,0.0,7.0,0.0,1997.0,Acima de 17 anos,20000.0,False,True,1.0,14800.0,2020-02-07T20:24:17
130,136,Mr. Jack Ellis,Mathew Page,ZOIA59932343608967,4,0.4768995235,0.0,2017-07-24T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,30000.0,,,,,,,,,,6114513.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,300000.0,False,False,1.0,108000.0,2020-02-07T17:54:17
131,137,Hannah Knight-Jones,Victoria Marshall,CUAB53419021981167,0,0.0,,2019-12-03T17:29:35,0,0.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,10000.0,,,,,,,,,,6121171.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,0.0,73478.0,2020-02-07T20:25:15
133,139,Marion Lynch-Taylor,Kathryn Power-Mason,OGWM99265986867408,0,0.3859177578,0.0,2016-12-19T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2019-10-31T00:00:00,911113.0,509051.0,926368.0,451271.0,0.0,0.0,619908.0,572776.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,80000.0,False,True,1.0,63000.0,2020-02-06T20:28:36
135,141,Jemma Taylor,Dr. Adam Davies,MFEL55258058249150,0,0.0,,2017-06-22T17:22:01,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,20000.0,,,,,,,,,,2056885.0,0.0,12.0,0.0,1997.0,Acima de 17 anos,10000.0,False,False,0.0,12960.0,2020-02-12T18:32:47
138,145,Miss Dorothy Phillips,Mr. Kenneth Brooks,SPWA04763690788971,23,0.5536921381,0.0,2007-03-15T00:00:00,0,0.0,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,30000.0,2020-02-12T20:25:59,,,,,,,,,8689787.0,0.0,12.0,0.0,1991.0,Acima de 17 anos,1200000.0,False,False,1.0,1707858.0,
139,146,Henry Ryan-Francis,Nathan Jones,NGMR83637764779961,4,0.5173010369,0.0,2017-07-12T00:00:00,0,12825.0,25000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,25000.0,,2019-08-31T00:00:00,188406780.0,23135956.0,23135956.0,18065030.0,0.0,8069962.0,4359398.0,0.0,0.0,8.0,0.0,1995.0,Acima de 17 anos,5993340.0,False,False,1.0,2700000.0,2020-02-11T19:53:13
140,147,Dr. Billy Wells,Dr. Christopher Saunders,DDGD62654890764375,3,0.3533614354,0.0,2018-03-22T00:00:00,0,0.0,80000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.6981132075471698,0.3018867924528301,0.0,,,2019-10-31T03:00:00,17040601.0,10487000.0,17603497.0,1931629.0,2306713.0,6615514.0,10328670.0,40775376.0,1132878.0,10.0,0.0,2008.0,De 11 a 16 anos,600000.0,True,True,1.0,2700.0,
142,149,Donald Hill,Diana Turner,DKWA44827106548249,3,0.4807638686,0.0,2018-06-20T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,3598601.0,0.0,12.0,0.0,2005.0,De 11 a 16 anos,95400.0,False,True,1.0,46169.0,2020-02-07T20:26:09
143,150,Janet Barnes,Clifford Allan,XSME54122165353551,30,0.316048996,0.0,2019-10-28T00:00:00,32,8300.0,80000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,80000.0,2020-02-07T19:52:06,2019-08-31T03:00:00,2564574.0,2639904.0,2564574.0,1301027.0,0.0,1881929.0,348785.0,1023736.0,255830.0,8.0,541342.0,2017.0,De 0 a 5 anos,100000.0,False,True,1.0,720.0,
151,159,Mr. Hugh Patel,Wendy Glover,ERMV02831916774075,5,0.2135674693,0.0,2019-03-15T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,40000.0,,,,,,,,,,1952436.0,0.0,8.0,0.0,2009.0,De 11 a 16 anos,150000.0,False,True,1.0,5400.0,2020-02-07T20:29:53
160,168,Thomas Jones,Yvonne Gregory,RQPA99286134726434,33,0.4513427803,0.0,2006-08-23T00:00:00,55,185191.73,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0868241860604638,100000.0,,2019-12-31T03:00:00,15962983.0,17994709.0,17994709.0,12140692.0,0.0,8875782.0,5048969.0,37184335.0,36941068.0,12.0,36941068.0,2000.0,Acima de 17 anos,1002000.0,False,False,0.9916580074,2110812.0,2020-02-07T21:01:56
165,173,Julia Anderson,Antony Mitchell,HJOD61946164590057,8,0.3897275988,0.0,2012-06-05T00:00:00,41,20966.63,40000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,40000.0,,2018-12-31T00:00:00,1394416.0,264203.0,1421911.0,1157708.0,0.0,549373.0,537185.0,3589031.0,1391521.0,12.0,2197510.0,2011.0,De 6 a 10 anos,300000.0,False,True,1.0,66000.0,2020-02-11T19:56:22
168,176,Colin Baker,Dean Ashton-Williams,BUEH62644047736235,4,0.4194241837,0.0,2016-05-31T00:00:00,40,45105.8,150000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8867924528301886,0.1132075471698113,0.0,150000.0,,2019-10-31T03:00:00,29245086.0,22977804.0,39376070.0,9097844.0,14156000.0,14946184.0,7796657.0,67986852.0,19150205.0,10.0,-48836647.0,2003.0,Acima de 17 anos,3000000.0,False,False,1.0,5493399.0,2020-02-07T22:19:37
169,177,Nicola Davies,Lauren Allen-White,HXTO28280480553169,3,0.431734172,0.0,2019-11-29T00:00:00,19,53751.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,30000.0,2020-02-12T17:39:09,,,,,,,,,472939365.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,100000.0,False,True,1.0,19000.0,
171,179,Brenda Cartwright-Goddard,Dr. Matthew Wright,JHCT31571283180596,0,0.3866329387,0.0,2016-01-29T00:00:00,0,22692.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,50000.0,2020-02-12T17:32:34,,,,,,,,,111045978.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,400000.0,True,False,1.0,142400.0,
174,182,Beth Bishop,Geraldine Bibi,OVOY95264117835866,81,0.3553814561,0.0,2012-07-30T00:00:00,35,23641.01,70000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,70000.0,2020-02-12T17:27:39,2018-12-31T02:00:00,1147880.0,300332.0,1296946.0,996613.0,0.0,345055.0,436402.0,3715209.0,3375686.0,12.0,339523.0,2011.0,De 6 a 10 anos,99800.0,False,True,1.0,10800.0,
176,184,Clive Thompson,Phillip Murphy,UPKQ94193396515286,2,0.0,,2018-07-27T17:26:39,0,0.0,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,30000.0,2020-02-12T18:19:40,,,,,,,,,2725085.0,0.0,12.0,0.0,2003.0,Acima de 17 anos,88000.0,False,True,0.0,13500.0,
177,185,Gary Douglas,Adrian Brown,ITJQ79856815473683,2,0.0,,2018-11-05T12:27:34,0,0.0,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,2020-02-12T17:37:10,,,,,,,,,52730621.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,2100000.0,False,False,0.0,708671.0,
179,187,Martyn Davies,Mr. Harry Simpson,JWXZ63129926455568,0,0.3690284524,0.0,2019-02-12T00:00:00,0,0.0,25000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,25000.0,,2018-12-31T00:00:00,908663.0,277211.0,919587.0,642376.0,0.0,98436.0,73509.0,3593550.0,714483.0,12.0,2879067.0,2015.0,De 0 a 5 anos,78800.0,False,True,1.0,201630.0,2020-02-13T12:56:37
180,188,Josh Wallis-Harrison,Sharon Leonard,MLNX50789913132771,6,0.3587808464,0.0,2018-07-16T00:00:00,44,26469.66,50000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,2020-02-12T17:34:38,,,,,,,,,3538420.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,175000.0,False,True,1.0,5674.0,
181,189,Dr. Trevor Brown,Reece Rogers,SBEA77170966206008,690,0.4210653684,0.0,2006-05-22T00:00:00,40,98698.7,300000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.047658081452834,300000.0,2020-02-12T17:20:37,2019-10-31T03:00:00,9726587.0,8348177.0,10370619.0,1569857.0,0.0,8174721.0,3385874.0,20254913.0,7983449.0,10.0,12271464.0,1985.0,Acima de 17 anos,1300000.0,False,False,0.9973025608,873068.0,
182,190,Kirsty Haynes-Green,Ricky Bartlett,OBUO85813255423758,9,0.4436293532,0.0,2013-07-15T00:00:00,63,335597.76,150000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8867924528301886,0.1132075471698113,0.0,150000.0,2020-02-12T17:21:29,2019-10-31T03:00:00,23032274.0,9906966.0,26124667.0,16058452.0,2220226.0,7403931.0,14514143.0,31824213.0,14022530.0,10.0,17801683.0,1998.0,Acima de 17 anos,250000.0,False,False,1.0,4205149.0,
183,191,Gavin Spencer,Donna Lowe,ETUZ80399015507279,0,0.0,,2019-06-24T17:24:09,0,0.0,10000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,10000.0,2020-02-12T20:46:57,,,,,,,,,157553.0,0.0,1.0,0.0,2010.0,De 6 a 10 anos,88000.0,False,True,0.0,4400.0,
185,193,Raymond Gray,Miss Alice Byrne,RDSR42204517912484,3,0.4893561979,0.0,2015-09-21T00:00:00,11,8182.5,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,50000.0,,,,,,,,,,4117785.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,False,1.0,7020.0,2020-02-13T15:26:33
191,200,Lesley Hart,Sally Roberts,EBGF27107432817677,153,0.0,,2018-08-10T15:54:54,0,0.0,80000.0,AprovadoComite,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,80000.0,2020-02-12T17:26:46,2018-12-31T02:00:00,1694868.0,403464.0,1831038.0,1831038.0,0.0,858661.0,775888.0,3399365.0,1613686.0,12.0,1785679.0,2012.0,De 6 a 10 anos,50000.0,False,True,0.0,43000.0,
193,202,Dylan Andrews,Dr. Andrew Davies,SNFU93394431510082,0,0.0,,2016-11-16T17:20:46,0,0.0,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,2020-02-12T18:31:02,2017-12-31T00:00:00,1039010.0,158609.0,1271122.0,1271122.0,0.0,218320.0,606940.0,3874929.0,1509631.0,12.0,2365298.0,2004.0,De 11 a 16 anos,93700.0,False,True,0.0,3520.0,
196,205,Geoffrey Elliott,Alison Bibi-Singh,MZHJ91847458936204,8,0.2633394156,0.0,2016-11-03T00:00:00,0,0.0,180000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,180000.0,,2019-12-31T03:00:00,7906959.0,5055854.0,8480516.0,3424662.0,0.0,3234138.0,4514131.0,9716058.0,26672760.0,12.0,7048782.0,2005.0,De 11 a 16 anos,400000.0,False,True,1.0,209523.0,2020-02-13T13:31:34
