,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
233,242,Sarah Hopkins,Mr. Conor Jones,AZFO81709966547489,57,0.3158088191,0.0,2019-06-27T00:00:00,0,0.0,215000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,215000.0,,2019-12-31T03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,2020-02-12T13:49:55
237,246,Abdul Ward,Dr. Judith Woods,XCVO21635112006067,57,0.4434305202,0.0,2019-06-28T00:00:00,70,4440.0,25000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,25000.0,2020-02-13T14:30:27,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
238,247,Carole Cox-Ellis,Dr. Judith Woods,QAED54967239109793,68,0.329276771,0.0,2019-06-28T00:00:00,0,0.0,25000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,25000.0,2020-02-13T17:15:04,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
239,248,Kenneth Atkinson,Mr. Conor Jones,KCIH08010584528978,68,0.0,,2019-07-03T10:14:36,0,0.0,35000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,35000.0,2020-02-13T14:51:19,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,0.0,0.0,
240,249,Carole Cox-Ellis,Dr. Judith Woods,CXLA78251686071546,7,0.2228348149,0.0,2019-07-02T00:00:00,0,0.0,20000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,20000.0,2020-02-13T14:26:34,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
241,250,Carole Cox-Ellis,Dr. Judith Woods,CKHJ51070864129386,76,0.3333242317,0.0,2019-07-04T00:00:00,0,0.0,80000.0,AprovadoComite,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.0,80000.0,2020-02-13T17:12:10,,,,,,,,,229996561.0,0.0,5.0,0.0,2017.0,De 0 a 5 anos,0.0,True,False,1.0,0.0,
242,251,Leigh Bailey,Colin Evans,TLUZ01264776107138,16,0.5204969471,0.0,2018-01-22T00:00:00,33,8254.4,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,20000.0,2020-02-13T17:16:07,,,,,,,,,2823361.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,100000.0,False,True,1.0,28315.0,
255,264,Frank Roberts,Harriet Kirk,XJWA68169383682572,3,0.4371544344,0.0,2018-08-08T00:00:00,34,45000.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,100000.0,,2019-12-31T03:00:00,12535745.0,12545802.0,13449460.0,740125.0,0.0,5641851.0,6136741.0,42940058.0,17956054.0,12.0,24984004.0,2015.0,De 0 a 5 anos,200000.0,False,False,1.0,2424493.0,2020-02-13T15:36:31
259,268,Mrs. Melissa Pearce,Dr. Malcolm Elliott,BJRD93893554444259,0,0.4413395729,0.0,2019-01-23T00:00:00,0,0.0,7000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,7000.0,,,,,,,,,,775198.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,95400.0,False,True,1.0,55000.0,2020-02-13T17:29:27
265,274,Ms. Megan Holmes,Dr. Sylvia Allen,HWJL33905126369048,93,0.2716451172,0.0,2018-12-31T00:00:00,0,0.0,58000.0,AprovadoComite,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,43000.0,2020-02-13T17:26:49,,,,,,,,,0.0,0.0,1.0,0.0,2017.0,De 0 a 5 anos,10000.0,False,True,1.0,720.0,
267,276,Rosie Thornton,Alex Clark,POPU32025062275349,6,0.5914350962,0.0,2018-03-07T00:00:00,0,0.0,30000.0,AprovadoComite,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,-0.86602540378444,30000.0,2020-02-13T17:13:31,,,,,,,,,752516.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,20000.0,False,False,1.0,9600.0,
272,281,Hayley Wright,Diana Watson,TGXS09022976568821,3,0.60583252,0.0,2017-09-27T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,11000.0,,,,,,,,,,839968.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,10000.0,False,False,1.0,12150.0,2020-02-13T15:31:59
275,284,Sheila O'Donnell,Bryan Ellis,DNNA76317460715079,14,0.0,,2016-06-24T17:20:04,0,0.0,25000.0,AprovadoComite,De 51 a 80 % - Alto,0.2830188679245283,0.7169811320754716,0.901501640172197,25000.0,2020-02-13T14:49:22,,,,,,,,,542054.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,50000.0,False,True,0.0,3200.0,
276,285,Cameron Jones,Louis Brown,DXFT10434671387815,30,0.0,,2018-11-22T17:27:33,0,0.0,35000.0,AprovadoComite,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,-0.866025403784439,15000.0,2020-02-13T17:37:17,2019-12-31T00:00:00,427357.0,334973.0,464583.0,129609.0,27955.0,183549.0,146651.0,1758366.0,539169.0,12.0,1219197.0,2018.0,De 0 a 5 anos,60000.0,False,True,0.0,11608.0,
277,286,Shirley Fraser,Caroline Sims-Stewart,AEHJ06108317145464,0,0.0,,2019-05-30T17:28:29,0,0.0,11500.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,-0.866025403784439,11500.0,,,,,,,,,,525959.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,95400.0,False,False,0.0,54000.0,2020-02-13T18:27:57
283,293,Mrs. Alice Cole,Antony Bennett,HNOM60833242953889,17,0.5136572024,0.0,2017-12-04T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,10000.0,,,,,,,,,,6296620.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,400000.0,False,True,1.0,4400.0,2020-02-13T17:48:15
289,301,June Sharpe,Ms. Katie Hamilton,AIPX51927758701432,22,0.2091506775,0.0,2016-04-18T00:00:00,0,0.0,15000.0,AprovadoComite,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.0,10000.0,2020-02-13T19:11:30,,,,,,,,,839747.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,10000.0,False,True,0.6806767116,9600.0,
291,303,Tina Knowles,Mathew Gibson,KRST28775610809302,2,0.4570229717,0.0,2019-08-26T00:00:00,0,0.0,30000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,30000.0,2020-02-13T19:01:04,2019-12-31T00:00:00,466481.0,160809.0,899516.0,553336.0,0.0,228188.0,158828.0,0.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,3694515.0,False,False,1.0,78000.0,
299,312,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.2646673902,0.0,2017-01-16T00:00:00,0,0.0,130000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.866025403784439,,,2019-12-31T03:00:00,18365990.0,308690.0,18701390.0,985676.0,0.0,673767.0,437591.0,1103714.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,600000.0,False,True,0.9346440968,13200.0,
319,332,Holly Ahmed,Rebecca Ward,AMUW45123130012863,7,0.5994995681,0.0,2016-09-28T00:00:00,75,17250.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.987310233628167,20000.0,,,,,,,,,,2701070.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,200000.0,False,False,0.7826803718,86000.0,2020-02-13T19:05:54
326,339,Dean Clayton,Abdul Wood,BZFA06542301998587,6,0.0,,2015-07-07T15:43:00,0,0.0,35000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,35000.0,,,,,,,,,,17609445.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,30000.0,False,False,0.0,89000.0,2020-02-17T16:14:31
330,343,Shane Jones,Dawn Perry,KIDB69257615073346,0,0.0,,2020-01-10T17:29:43,0,0.0,5000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.0,5000.0,,,,,,,,,,701487.0,0.0,12.0,0.0,2019.0,De 0 a 5 anos,150000.0,False,True,0.0,720.0,2020-02-17T16:25:30
332,345,Sian Evans,Marie Chapman,AXJA46741304327572,20,0.2964319012,0.0,2017-03-20T00:00:00,0,0.0,30000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4150943396226415,0.5849056603773584,0.0,,,2019-06-30T00:00:00,1857065.0,1957368.0,2126654.0,131693.0,1076971.0,622952.0,615112.0,1854396.0,836285.0,6.0,1018111.0,2016.0,De 0 a 5 anos,100000.0,True,True,1.0,16500.0,
