,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
33,34,Mr. Josh Parker,Mohamed Walker,AJIA58482400691635,807,0.0,,2007-07-02T17:09:55,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.0357139149469988,10000.0,,,,,,,,,,0.0,0.0,1.0,0.0,1992.0,Acima de 17 anos,1400000.0,False,True,0.0,527934.0,2020-02-05T17:21:49
36,37,Dr. Leslie Mitchell,Brandon Lewis,UQUH72595348437743,135,0.387283882,0.0,2018-06-13T00:00:00,0,0.0,30000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,-0.929780077034291,,,2019-12-31T00:00:00,1592690.0,1592690.0,1592690.0,1165590.0,0.0,0.0,1475537.0,1421389.0,1387232.0,12.0,2554508.0,2012.0,De 6 a 10 anos,100000.0,True,True,1.0,0.0,
37,38,Dr. Henry Jones,Toby Taylor,RKYL60948261495604,3,0.4576666993,0.0,2009-06-29T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,30000.0,,,,,,,,,,3359403.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,78800.0,False,True,1.0,52800.0,2020-02-05T18:37:57
38,39,Carly Murphy,Dr. Wayne Williams,DXVE26432648734958,4,0.5318418029,0.0,2011-08-16T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,2316989.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,99800.0,False,True,1.0,88000.0,2020-02-05T18:39:17
39,40,Mr. Thomas Ward,Pamela Jackson,WGWU96704999062054,17,0.0,,2018-10-05T17:27:12,0,0.0,15000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,-0.866025403784439,10000.0,,,,,,,,,,102444.0,0.0,7.0,0.0,2016.0,De 0 a 5 anos,95400.0,False,True,0.0,1600.0,2020-02-05T18:41:20
41,42,Oliver Nelson,Diane Mellor,JNZU40131737101208,0,0.4327342124,0.0,2020-01-15T00:00:00,0,0.0,10000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,,,,,,,,,,,172560.0,0.0,12.0,0.0,2019.0,De 0 a 5 anos,5000.0,False,True,1.0,1120.0,
42,43,Dr. Michael North,Leah Sheppard,IYZA05872767332466,2,0.0,,2013-09-30T17:15:04,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2019-12-31T00:00:00,437853.0,272388.0,450614.0,178225.0,0.0,0.0,201085.0,624350.0,-3319.0,12.0,-431401.0,2008.0,De 11 a 16 anos,40000.0,False,True,0.0,10800.0,2020-02-05T18:48:03
44,45,Philip Haynes,Dr. Luke Perkins,TVUP59036702738493,2,0.0,,2017-05-18T17:21:49,0,0.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,11000.0,,,,,,,,,,756924.0,0.0,12.0,0.0,1994.0,Acima de 17 anos,30000.0,True,True,0.0,12800.0,2020-02-05T16:18:55
45,47,Neil Wilson-Moore,Connor Lloyd,NQVD66927247638857,43,0.3700701446,0.0,2006-06-01T00:00:00,0,2480.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,15000.0,,,,,,,,,,2179468.0,0.0,12.0,0.0,2005.0,De 11 a 16 anos,60000.0,False,True,1.0,7020.0,2020-02-05T18:50:41
46,49,Miss Olivia Charlton,Martin Horton,LAOH78168410122240,10,0.3908721543,0.0,2014-11-06T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.802648386804539,15000.0,,,,,,,,,,1019546.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,10000.0,False,True,1.0,5920.0,2020-02-05T18:54:53
47,50,Sylvia Bryant,Abbie McLean-Fowler,DFGK41630869614960,3,0.4353922101,0.0,2017-07-04T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,10000.0,,,,,,,,,,311260.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,10000.0,False,True,1.0,6400.0,2020-02-05T19:10:43
48,51,Dr. Billy Wells,Dr. Christopher Saunders,DDGD62654890764375,3,0.3533614354,0.0,2018-03-22T00:00:00,0,0.0,80000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.6981132075471698,0.3018867924528301,0.0,,,2019-10-31T03:00:00,17040601.0,10487000.0,17603497.0,1931629.0,2268831.0,10328670.0,6615614.0,438103964.0,2916036.0,12.0,-27592668.0,2008.0,De 11 a 16 anos,600000.0,True,True,1.0,2700.0,
49,52,Alison Ali,Philip Daniels,UHSZ57059363067433,0,0.0,,2019-04-22T17:28:19,0,0.0,7000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,7000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2008.0,De 11 a 16 anos,100000.0,False,True,0.0,8800.0,2020-02-05T19:12:13
50,53,Toby Atkins,Dr. Christopher Saunders,DDMD82941295966539,6,0.3720908912,0.0,2018-01-31T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5283018867924528,0.4716981132075471,-0.866025403784439,50000.0,,,,,,,,,,43810396.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,600000.0,True,True,1.0,2700.0,2020-02-06T16:52:55
52,55,Kate Blackburn,Gareth Hussain,YIQH62542186185688,2,0.5607103857,0.0,2018-08-23T00:00:00,55,5400.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,20000.0,,,,,,,,,,6230653.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,300000.0,False,True,1.0,38000.0,2020-02-05T19:05:38
53,56,Ms. Marion Parsons,Dr. Adrian Gilbert,YKMA43405696220284,18,0.448130494,0.0,2019-09-26T00:00:00,21,2192.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,333210.0,0.0,1.0,0.0,2012.0,De 6 a 10 anos,800000.0,False,True,1.0,0.0,2020-02-06T15:06:10
54,57,Gordon Jones-Hopkins,Sara Reid-Robson,KJND32266018316396,20,0.0,,2017-02-13T17:20:27,0,0.0,22000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.685620325804012,15000.0,,,,,,,,,,1285274.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,30000.0,False,True,0.0,5920.0,2020-02-05T16:09:52
55,58,Mr. Andrew Bruce,Robin North,VYPC07643507109960,4,0.4752585847,0.0,2015-03-27T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,100000.0,,2019-12-31T03:00:00,3789231.0,846020.0,4149907.0,521942.0,772841.0,2231773.0,2894639.0,117090514.0,499790.0,12.0,-7231554.0,2011.0,De 6 a 10 anos,100000.0,False,True,1.0,221884.0,2020-02-06T14:04:23
57,60,Marian Booth,Ms. Jane Spencer,EMAG70468864729136,6,0.0,,2006-05-12T17:07:19,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,50000.0,,,,,,,,,,2876710.0,0.0,12.0,0.0,1999.0,Acima de 17 anos,30303.0,False,True,0.0,129000.0,2020-02-06T13:58:05
58,61,Julia Williams,Sandra Campbell,LOHT42032319683132,18,0.2911279282,0.0,2013-12-04T00:00:00,67,100850.04,50000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.866025403784439,,,,,,,,,,,8983936.0,0.0,12.0,0.0,2006.0,De 11 a 16 anos,95400.0,True,True,0.9626872291,0.0,
59,62,Iain McDonald,Angela Walker,XUUV78911816655220,5,0.429255171,0.0,2012-05-14T00:00:00,0,0.0,20000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.0,,,,,,,,,,,2498876.0,0.0,12.0,0.0,2009.0,De 11 a 16 anos,95000.0,True,True,1.0,34400.0,
60,63,John Mason,Natalie Law-Allen,OQOK79209296914616,18,0.0,,2017-11-28T17:03:44,0,0.0,100000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4150943396226415,0.5849056603773584,0.63795180211553,40000.0,,,,,,,,,,10631840.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,95400.0,False,True,0.0,8500.0,2020-02-06T15:04:37
62,65,Brenda Clarke,Dr. Mohamed Phillips,APRH60376910869961,36,0.5048304899,0.0,2011-10-14T00:00:00,48,95983.74,150000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,150000.0,,2019-12-31T03:00:00,2197.0,-355509.0,922394.0,50000.0,0.0,497220.0,103615.0,2920793.0,-171329.0,12.0,235486.0,2010.0,De 6 a 10 anos,50000.0,False,True,1.0,152000.0,2020-02-06T17:21:05
63,66,Sylvia Rose,Mrs. Kerry Hudson,QTYV59257984651476,8,0.2908974741,0.0,2013-04-25T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,-0.0800301810088627,30000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2007.0,De 11 a 16 anos,15000.0,False,True,1.0,7400.0,2020-02-06T17:27:06
66,70,Ronald Moore,Susan Payne,QNFU52239521391746,3,0.6505242696,0.0,2013-11-06T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,3365514.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,68000.0,False,True,1.0,19000.0,2020-02-06T17:27:57
67,71,Mr. Julian Scott,Julian Brown,MJEK50274612793018,7,0.3877332673,0.0,2013-02-25T00:00:00,63,10368.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,2018-12-31T00:00:00,382348.0,890140.0,627034.0,460656.0,0.0,128803.0,212674.0,1177807.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,50000.0,False,True,1.0,44000.0,2020-02-06T17:28:44
68,72,Graham Shah,Mrs. Anna Nolan,AYAR81652684519982,0,0.4679269506,0.0,2016-06-29T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,20000.0,,,,,,,,,,2518727.0,0.0,9.0,0.0,2008.0,De 11 a 16 anos,99800.0,True,True,1.0,0.0,2020-02-06T20:56:27
69,73,Denis Williams,Stuart Parkinson,FECA48063802482890,19,0.0,,2017-04-11T17:21:38,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,-0.866025403784439,40000.0,,2019-07-31T00:00:00,714851.0,188269.0,728846.0,1402031.0,0.0,652153.0,0.0,1249651.0,302367.0,7.0,2183996.0,2008.0,De 11 a 16 anos,100000.0,False,True,0.0,165850.0,2020-02-06T21:06:07
70,74,Dr. Lisa Fry,Toby Taylor,BLKC38813122527211,5,0.2815035093,0.0,2016-09-02T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.0,10000.0,,,,,,,,,,1185074.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,88000.0,False,True,0.8178895877,7040.0,2020-02-05T20:15:04
71,75,Jenna King,Gordon Taylor,VOME11582233946922,26,0.0,,2017-03-20T17:21:27,0,0.0,10000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.0,10000.0,,,,,,,,,,1700308.0,0.0,12.0,0.0,1989.0,Acima de 17 anos,5000.0,False,True,0.0,13690.0,2020-02-06T17:29:34
75,81,Dennis Harris-Williams,Eileen Sharp,YSLA86292727347504,4,0.0,,2016-04-20T17:19:49,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.0,40000.0,,,,,,,,,,3302878.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,60000.0,True,True,0.0,101200.0,2020-02-07T13:24:55
76,82,Dr. Sean Adams,Tracy Collins,TNLN84241632543111,33,0.0,,2018-10-31T10:41:59,0,0.0,3000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,3000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2006.0,De 11 a 16 anos,300000.0,False,True,0.0,63000.0,2020-02-06T17:30:44
77,83,Geoffrey Johnson,Tracy Collins,CLUV86507137794361,33,0.2777430629,0.0,2018-10-30T00:00:00,0,0.0,3000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,3000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2012.0,De 6 a 10 anos,300000.0,False,True,1.0,36000.0,2020-02-06T17:31:59
78,84,Dr. Vincent Brown,Mr. Ronald Yates,CWUM99747550174285,7,0.4453843288,0.0,2011-08-31T00:00:00,0,0.0,5000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.0,5000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2007.0,De 11 a 16 anos,100000.0,False,True,1.0,16280.0,2020-02-05T20:34:05
81,87,Dr. Toby Hussain,Aimee Crawford,CLWV48636447854535,30,0.4744318662,0.0,2018-04-16T00:00:00,65,28154.4,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,-0.866025403784129,50000.0,,,,,,,,,,17826063.0,0.0,12.0,0.0,1995.0,Acima de 17 anos,404000.0,False,True,1.0,42900.0,2020-02-06T20:20:18
82,88,Maurice Booth,Miss Katy Marsden,BJAO26842530827099,14,0.3233516937,0.0,2018-09-27T00:00:00,49,36118.88,50000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.901492129408418,40000.0,,,,,,,,,,1746101.0,0.0,7.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.8808792156,2700.0,2020-02-06T20:05:48
83,89,Dr. Anna Short,Denise Cook-Tyler,JSPJ30563552068367,7,0.0,,2010-04-30T17:12:15,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,20000.0,,,,,,,,,,3926252.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,245000.0,False,True,0.0,99900.0,2020-02-06T20:21:08
84,90,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0.0,,2017-01-19T11:11:37,0,0.0,27000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.866025403784439,,,,,,,,,,,214832.0,0.0,5.0,0.0,2010.0,De 6 a 10 anos,100000.0,True,True,0.0,53585.0,
85,91,Dr. Eric Shaw,Marcus Shepherd,FBZF09738865495091,3,0.3243299545,0.0,2020-01-27T00:00:00,59,8197.2,6000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7547169811320754,0.2452830188679245,0.0,6000.0,,,,,,,,,,1746101.0,0.0,7.0,0.0,2005.0,De 11 a 16 anos,200000.0,False,True,1.0,14400.0,2020-02-06T20:31:27
87,93,Mr. Shane Reynolds,Edward Jones,PMQC81082938911940,28,0.0,,2015-09-29T17:19:04,0,0.0,60000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,0.359669231559488,50000.0,,2018-12-31T02:00:00,95762.0,293393.0,4786692.0,4493298.0,0.0,3212721.0,1195553.0,5368371.0,1346068.0,12.0,2072196.0,2012.0,De 6 a 10 anos,500000.0,False,True,0.0,194114.0,2020-02-06T20:49:17
88,94,Miss Harriet Tyler,Jade Thomas,EKFW96917765445914,11,0.2655254663,0.0,2019-04-18T00:00:00,8,6400.0,24000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,11000.0,,,,,,,,,,455009.0,0.0,12.0,0.0,1985.0,Acima de 17 anos,70000.0,False,True,1.0,13500.0,2020-02-06T20:03:38
91,97,Miss Shirley Foster,Brian Gregory,XDTE66508836247286,7,0.3063343254,0.0,2017-08-22T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5283018867924528,0.4716981132075471,0.118142230293384,40000.0,,2019-05-31T00:00:00,4132781.0,3404510.0,4134251.0,658645.0,1121551.0,2006316.0,860678.0,4036098.0,729740.0,5.0,4221383.0,2015.0,De 0 a 5 anos,210000.0,False,True,0.8843274212,426377.0,2020-02-06T20:57:55
92,98,Georgia Stone-Moore,Frank Bennett,SEIZ73772431891569,3,0.4621624103,0.0,2019-06-21T00:00:00,9,2100.0,25000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,25000.0,,2019-06-30T00:00:00,797131.0,614272.0,797131.0,548878.0,0.0,0.0,129170.0,591755.0,182859.0,6.0,14983.0,2015.0,De 0 a 5 anos,150000.0,False,True,1.0,35200.0,2020-02-07T13:13:17
93,99,Tina Smith,Mrs. Jenna Turner,IIPH49121092178711,111,0.3989325523,0.0,2009-09-10T00:00:00,0,0.0,35000.0,AprovadoComite,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.0,35000.0,2020-02-12T20:45:57,,,,,,,,,271387.0,0.0,3.0,0.0,1997.0,Acima de 17 anos,10000.0,True,True,1.0,7400.0,
95,101,Dr. Denis Parsons,Mrs. Brenda Howell,ZQEO47674401851283,5,0.0,,2019-06-07T15:54:14,0,0.0,5000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.866025403784439,5000.0,,,,,,,,,,283812.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,10000.0,False,True,0.0,2560.0,2020-02-07T19:38:57
96,102,Simon Baxter,Ms. Julia Allen,UBAR40967470969591,0,0.0,,2016-03-24T17:19:42,0,0.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,15000.0,,,,,,,,,,1071109.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,50000.0,False,True,0.0,151800.0,2020-02-07T21:11:17
97,103,Paul Woodward,Vincent Stephenson,XGCX31661930782586,7,0.3932631569,0.0,2007-07-10T00:00:00,0,0.0,65000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,-0.86602540378444,,,2018-12-31T02:00:00,2784673.0,444041.0,2784673.0,2340632.0,0.0,1843446.0,853868.0,2569044.0,424623.0,12.0,-1526301.0,2005.0,De 11 a 16 anos,200000.0,True,True,1.0,34400.0,
99,105,Mrs. Andrea Ward,Jennifer Howard,MBUB27367617219459,34,0.248667476,0.0,2016-08-30T00:00:00,253,109200.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,0.804269251750448,20000.0,,,,,,,,,,3220289.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,300000.0,False,True,0.4095077804,122280.0,2020-02-07T13:19:26
102,108,Shaun Sanders,Diana Wells-Robinson,VQUA74680885687084,82,0.5255814394,0.0,2016-10-28T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,0.973379001625139,5000.0,,,,,,,,,,328075.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,30000.0,False,True,0.1028686542,2560.0,2020-02-07T21:47:21
104,110,Donna Rhodes,Mr. Joseph Burrows,AKVW12349274211282,15,0.0,,2018-05-08T17:26:11,0,0.0,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,10000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2015.0,De 0 a 5 anos,1000.0,False,True,0.0,3500.0,2020-02-07T15:29:16
