,numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
82,88,Maurice Booth,Miss Katy Marsden,BJAO26842530827099,14,0.3233516937,0.0,2018-09-27T00:00:00,49,36118.88,50000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.901492129408418,40000.0,,,,,,,,,,1746101.0,0.0,7.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.8808792156,2700.0,2020-02-06T20:05:48
84,90,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0.0,,2017-01-19T11:11:37,0,0.0,27000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.866025403784439,,,,,,,,,,,214832.0,0.0,5.0,0.0,2010.0,De 6 a 10 anos,100000.0,True,True,0.0,53585.0,
93,99,Tina Smith,Mrs. Jenna Turner,IIPH49121092178711,111,0.3989325523,0.0,2009-09-10T00:00:00,0,0.0,35000.0,AprovadoComite,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.0,35000.0,2020-02-12T20:45:57,,,,,,,,,271387.0,0.0,3.0,0.0,1997.0,Acima de 17 anos,10000.0,True,True,1.0,7400.0,
95,101,Dr. Denis Parsons,Mrs. Brenda Howell,ZQEO47674401851283,5,0.0,,2019-06-07T15:54:14,0,0.0,5000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.866025403784439,5000.0,,,,,,,,,,283812.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,10000.0,False,True,0.0,2560.0,2020-02-07T19:38:57
102,108,Shaun Sanders,Diana Wells-Robinson,VQUA74680885687084,82,0.5255814394,0.0,2016-10-28T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,0.973379001625139,5000.0,,,,,,,,,,328075.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,30000.0,False,True,0.1028686542,2560.0,2020-02-07T21:47:21
105,111,Gail Davies,Neil Barnes,RSEM36800686606940,7,0.0,,2018-11-29T17:27:35,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.866025403784439,10000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2018.0,De 0 a 5 anos,5000.0,False,True,0.0,1400.0,2020-02-07T20:00:43
108,114,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.2646673902,0.0,2017-01-16T00:00:00,0,0.0,130000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.866025403784439,100000.0,,2018-12-31T02:00:00,1720249.0,187745.0,1762231.0,945470.0,97341.0,512793.0,555877.0,3818823.0,181467.0,12.0,-1816507.0,2015.0,De 0 a 5 anos,600000.0,False,True,0.9346440968,13200.0,2020-02-07T18:25:16
127,133,Andrew Barlow,Dr. Barry Carpenter,ZBJI53890581783095,4,0.3748695035,0.0,2018-03-13T00:00:00,39,7050.0,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.0,20000.0,2020-02-12T18:47:52,,,,,,,,,566902.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.9680354669,17600.0,
137,143,Mark Bishop,Dr. Lisa Myers,BAUG41274306305986,7,0.0,,2019-11-06T17:29:22,0,0.0,5000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,-0.866025403784439,5000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2018.0,De 0 a 5 anos,10000.0,False,True,0.0,1400.0,2020-02-12T20:39:24
141,148,Terence Foster,Brandon Gibson,QHZV29713047888758,93,0.5669856041,0.0,2011-11-24T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,-1.1e-15,15000.0,,,,,,,,,,1086360.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,10000.0,False,True,1.0,4400.0,2020-02-07T20:07:15
146,153,Mandy Morgan,Miss Sharon Wood,ZYMM04015018312932,27,0.3770236341,0.0,2017-11-23T00:00:00,67,387169.99,430000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,430000.0,,2019-12-31T03:00:00,3771685.0,1162422.0,5640927.0,4478504.0,0.0,370010.0,3134632.0,27087480.0,3872376.0,12.0,19867576.0,2017.0,De 0 a 5 anos,390000.0,True,True,1.0,2700.0,2020-02-07T18:16:20
147,155,Miss Heather Walters,Gail Ward,UFDU09972786245159,4,0.4145521471,0.0,2011-06-27T00:00:00,0,0.0,15000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.866025403784439,15000.0,,,,,,,,,,926159.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,50000.0,False,True,0.8387947393,103134.0,2020-02-07T20:28:25
154,162,Jack Norris-James,Brian Benson-Brown,EQHY62128162767172,87,0.0,,2017-01-19T11:11:37,0,0.0,27000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4150943396226415,0.5849056603773584,0.866025403784439,27000.0,,,,,,,,,,537497.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,100000.0,False,True,0.0,53858.0,2020-02-07T19:36:20
186,194,Ms. Carolyn Boyle,Nigel Pearson,YQML02222385371103,110,0.0,,2015-04-15T15:18:49,0,0.0,30000.0,ReprovadoComite,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,0.657554415495517,,,,,,,,,,,608649.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,20000.0,True,True,0.0,2560.0,
199,208,Lisa Jones,Ms. Marilyn Macdonald,XCCG55847948703706,22,0.4217446292,0.0,2017-01-31T00:00:00,20,3498.66,17000.0,AprovadoComite,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.415320691387656,17000.0,2020-02-12T20:49:45,,,,,,,,,1226031.0,0.0,12.0,0.0,1987.0,Acima de 17 anos,100000.0,False,True,0.8937693295,16200.0,
211,220,Lawrence Khan,Aimee Edwards-Miles,KWFT02794620885191,20,0.5091346392,0.0,2018-08-27T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.933116498042536,10000.0,,,,,,,,,,0.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,90000.0,False,False,1.0,6467.0,2020-02-13T18:26:37
213,222,Connor Saunders,Ellie Davies-Skinner,ANAY78386466310038,14,0.397272031,0.0,2018-05-18T00:00:00,119,9447.33,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,5000.0,2020-02-12T20:58:05,,,,,,,,,864850.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,50000.0,False,False,1.0,2200.0,
216,225,Joseph Nicholls,Pamela Wright,KPEM58538427194464,99,0.3963797644,0.0,2015-03-16T00:00:00,0,0.0,10000.0,AprovadoComite,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.40475243541062,10000.0,2020-02-12T21:00:56,,,,,,,,,182467.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,160000.0,False,True,0.2107627689,3700.0,
220,229,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.2646673902,0.0,2017-01-16T00:00:00,0,0.0,130000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.866025403784439,,,2018-12-31T02:00:00,1720249.0,187745.0,1762231.0,945470.0,97341.0,512793.0,555877.0,3818823.0,181467.0,12.0,-1816507.0,2015.0,De 0 a 5 anos,600000.0,False,True,0.9346440968,13200.0,
242,251,Leigh Bailey,Colin Evans,TLUZ01264776107138,16,0.5204969471,0.0,2018-01-22T00:00:00,33,8254.4,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,20000.0,2020-02-13T17:16:07,,,,,,,,,2823361.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,100000.0,False,True,1.0,28315.0,
261,270,Bernard Young,Kenneth Banks,LGSE50345680565260,20,0.1905198559,0.0,2016-09-16T00:00:00,4,1246.0,50000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.898463238715413,50000.0,,,,,,,,,,0.0,0.0,1.0,0.0,1997.0,Acima de 17 anos,100000.0,False,True,0.5171430201,855041.0,2020-02-12T20:48:34
274,283,Ms. Kimberley Jones,Diane Bennett,WKHQ94328690978681,77,0.0,,2015-07-24T17:19:12,0,0.0,20000.0,AprovadoComite,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.185490691065004,10000.0,2020-02-13T17:34:00,,,,,,,,,771058.0,0.0,12.0,0.0,2009.0,De 11 a 16 anos,30000.0,False,True,0.0,2560.0,
275,284,Sheila O'Donnell,Bryan Ellis,DNNA76317460715079,14,0.0,,2016-06-24T17:20:04,0,0.0,25000.0,AprovadoComite,De 51 a 80 % - Alto,0.2830188679245283,0.7169811320754716,0.901501640172197,25000.0,2020-02-13T14:49:22,,,,,,,,,542054.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,50000.0,False,True,0.0,3200.0,
283,293,Mrs. Alice Cole,Antony Bennett,HNOM60833242953889,17,0.5136572024,0.0,2017-12-04T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,10000.0,,,,,,,,,,6296620.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,400000.0,False,True,1.0,4400.0,2020-02-13T17:48:15
284,294,Lisa Jones,Ms. Marilyn Macdonald,XCCG55847948703706,22,0.4217446292,0.0,2017-01-31T00:00:00,20,3498.66,24000.0,AprovadoComite,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.415320691387656,17000.0,2020-02-13T15:11:33,,,,,,,,,1226031.0,0.0,12.0,0.0,1987.0,Acima de 17 anos,100000.0,False,True,0.8937693295,16200.0,
288,298,Russell Grant-Evans,Angela Burton-Taylor,GINH85108077784541,13,0.6050075415,0.0,2017-03-21T00:00:00,42,3978.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,0.0,10000.0,,,,,,,,,,165769.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,10000.0,False,True,0.8541354159,43200.0,2020-02-13T18:23:41
289,301,June Sharpe,Ms. Katie Hamilton,AIPX51927758701432,22,0.2091506775,0.0,2016-04-18T00:00:00,0,0.0,15000.0,AprovadoComite,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.0,10000.0,2020-02-13T19:11:30,,,,,,,,,839747.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,10000.0,False,True,0.6806767116,9600.0,
299,312,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.2646673902,0.0,2017-01-16T00:00:00,0,0.0,130000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.866025403784439,,,2019-12-31T03:00:00,18365990.0,308690.0,18701390.0,985676.0,0.0,673767.0,437591.0,1103714.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,600000.0,False,True,0.9346440968,13200.0,
306,319,Geoffrey Watson,Debra Bray,HWGZ20826741144092,99,0.0,,2010-06-23T17:12:19,0,0.0,15000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,-0.910947595134355,,,,,,,,,,,1504186.0,0.0,12.0,0.0,2010.0,De 6 a 10 anos,60000.0,True,True,0.0,720.0,
323,336,Michael Wilson,Brenda Davis,GBOC70156244571026,18,0.2484828499,0.0,2017-01-12T00:00:00,26,2326.81,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,-0.866025403784438,15000.0,,,,,,,,,,827341.0,0.0,12.0,0.0,2002.0,Acima de 17 anos,10000.0,True,True,1.0,2700.0,2020-02-13T20:26:39
330,343,Shane Jones,Dawn Perry,KIDB69257615073346,0,0.0,,2020-01-10T17:29:43,0,0.0,5000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.0,5000.0,,,,,,,,,,701487.0,0.0,12.0,0.0,2019.0,De 0 a 5 anos,150000.0,False,True,0.0,720.0,2020-02-17T16:25:30
332,345,Sian Evans,Marie Chapman,AXJA46741304327572,20,0.2964319012,0.0,2017-03-20T00:00:00,0,0.0,30000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4150943396226415,0.5849056603773584,0.0,,,2019-06-30T00:00:00,1857065.0,1957368.0,2126654.0,131693.0,1076971.0,622952.0,615112.0,1854396.0,836285.0,6.0,1018111.0,2016.0,De 0 a 5 anos,100000.0,True,True,1.0,16500.0,
334,347,Kayleigh Saunders,Josephine Webb,AXWP77730743321841,18,0.3756458677,0.0,2009-12-15T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.866025403784439,15000.0,,,,,,,,,,931706.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,80000.0,False,True,1.0,11000.0,2020-02-17T17:13:13
339,352,Lee Bartlett-Fletcher,Tracey Owen,JPAL72760231225093,92,0.0,,2018-12-04T10:48:15,0,0.0,400000.0,AprovadoComite,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,-0.866025403784439,240000.0,2020-02-17T17:32:06,2019-12-31T03:00:00,2097672.0,1522849.0,2097672.0,574823.0,456326.0,1242770.0,679214.0,6884218.0,21037670.0,12.0,4780451.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.0,14993.0,
343,356,Kenneth Harding,Miss Jean Johnson,NVRA01836223320976,31,0.3537143689,0.0,2016-02-15T00:00:00,9,1802.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.2524798390833,12000.0,,2019-12-31T00:00:00,226394.0,258756.0,228252.0,188486.0,138414.0,112262.0,92943.0,1344881.0,163144.0,12.0,1180737.0,2015.0,De 0 a 5 anos,30000.0,False,True,0.9691207615,13440.0,2020-02-17T17:22:19
344,358,Sophie Green,Edward Jones,TNBC71231349846118,23,0.4483510729,0.0,2018-05-09T00:00:00,0,0.0,10000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,-0.866025403784438,,,,,,,,,,,382300.0,0.0,12.0,0.0,2011.0,De 6 a 10 anos,140000.0,True,True,1.0,2960.0,
377,394,Mr. Karl Hughes,Mrs. Chloe Tucker,FUTS30663374124273,5,0.0,,2017-03-03T17:44:49,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,-0.999812646676133,5000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2011.0,De 6 a 10 anos,100.0,False,True,0.0,4320.0,2020-02-17T19:46:30
391,408,Miss Natalie Wright,Mr. Jamie Palmer,ABOH69590581773707,20,0.4132981729,0.0,2018-09-25T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,-0.866025403784439,10000.0,,,,,,,,,,0.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,30000.0,False,True,1.0,720.0,2020-02-17T20:23:30
394,411,Dean Khan,Dr. Tony Barnett,CVHG00445443505322,21,0.3276895703,0.0,2017-10-25T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,-0.866025403784439,50000.0,,,,,,,,,,1498459.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,1000000.0,False,True,1.0,120000.0,2020-02-17T20:45:27
396,414,Lisa Jones,Ms. Marilyn Macdonald,XCCG55847948703706,22,0.4217446292,0.0,2017-01-31T00:00:00,20,3498.66,24000.0,AprovadoComite,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.415320691387656,17000.0,2020-02-17T21:06:39,,,,,,,,,1226031.0,0.0,12.0,0.0,1987.0,Acima de 17 anos,100000.0,False,True,0.8937693295,16200.0,
399,417,Stanley Ahmed,Tracy Collins,SJDQ27103043831601,13,0.0,,2016-02-18T17:19:32,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,2e-16,10000.0,,,,,,,,,,586009.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,600000.0,False,True,0.0,15000.0,2020-02-18T14:01:53
404,422,Ruth Miller,Kathryn Hunt-Williams,KUDU84371349955440,11,0.0,,2014-01-31T17:16:51,0,0.0,15000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.0,10000.0,,,,,,,,,,331360.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,140000.0,False,True,0.0,4400.0,2020-02-18T14:44:57
412,430,Sally Wilson,Ms. Geraldine Willis,CLSX97734940858704,13,0.524908043,0.0,2018-08-21T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3584905660377358,0.6415094339622641,-0.866025403784439,15000.0,,,,,,,,,,894645.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,150000.0,False,True,1.0,21600.0,2020-02-18T15:25:32
417,435,Francesca McKenzie-Collins,Nathan Jones,GZCK88227659465876,27,0.0,,2018-08-14T17:49:56,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3396226415094339,0.660377358490566,-0.866025403784438,10000.0,,,,,,,,,,316768.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,20000.0,False,True,0.0,2200.0,2020-02-18T17:47:46
421,439,Mr. Robert Elliott,Mr. Brett Kelly,HNNC71234011503718,17,0.5233159885,0.0,2019-08-20T00:00:00,0,0.0,30000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.866025403784439,,,,,,,,,,,5074536.0,0.0,12.0,0.0,2016.0,De 0 a 5 anos,300000.0,True,True,1.0,79238.0,
424,442,Norman Burke,Ms. Heather Jones,KGPX68218681442386,3,0.3302411765,0.0,2017-09-26T00:00:00,122,9800.0,15000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,-0.866025403784439,15000.0,,,,,,,,,,1038764.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,100000.0,False,True,0.89980438,35200.0,2020-02-18T18:40:16
428,446,Lisa Murphy,Mrs. Anne Morris,TPTS90307594270868,17,0.5170335648,0.0,2010-01-07T00:00:00,32,17280.0,15000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.866025403784439,10000.0,,,,,,,,,,998028.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,75000.0,False,True,1.0,720.0,2020-02-18T19:07:44
433,451,Jeffrey Ashton,Mr. John Simpson,RXKX97690614599046,62,0.4875507812,0.0,2016-01-26T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3584905660377358,0.6415094339622641,-0.729027137693401,10000.0,,2018-12-31T00:00:00,3350389.0,1920215.0,3552959.0,-10091.0,1642835.0,102245.0,3103235.0,1001628.0,257583.0,12.0,744045.0,2014.0,De 6 a 10 anos,90000.0,False,True,0.7224318318,720.0,2020-02-19T12:10:00
435,453,Mitchell Bibi-Greenwood,Graham Thorpe,VWEH77527368527919,98,0.6054713933,0.0,2013-04-08T00:00:00,0,0.0,20000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.320754716981132,0.6792452830188679,0.95141874012098,,,,,,,,,,,1148304.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,62200.0,True,True,0.854757422,26400.0,
446,464,Ian Simpson,Irene Singh,XUDT16405489125109,5,0.3597914272,0.0,2017-08-02T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.866025403784439,10000.0,,,,,,,,,,884059.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,100000.0,False,True,1.0,82500.0,2020-02-19T15:57:04
448,466,Jane Wilson,Ashleigh Pollard,WRSF42280952296560,22,0.0,,2019-01-28T17:27:51,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.866025403784439,10000.0,,,,,,,,,,1454846.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,50000.0,False,True,0.0,5400.0,2020-02-19T16:00:55
452,470,Damien Harris,Ms. Gemma Parker,XGFU01599165399052,6,0.0,,2017-02-03T11:44:42,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.0,15000.0,,,,,,,,,,482402.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,10000.0,False,True,0.0,3520.0,2020-02-19T16:10:14
453,471,Linda Davies,Jeremy Clarke,WQDZ84961051224032,7,0.4809847322,0.0,2014-09-04T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,-0.154491911537514,20000.0,,,,,,,,,,2797176.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,30000.0,True,True,0.8192404962,21500.0,2020-02-19T16:11:42
470,488,Denise Thompson,Dr. Christian Smith,LHGO39484013568564,22,0.399997093,0.0,2018-03-27T00:00:00,173,10212.0,45000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,0.085528244590572,45000.0,,,,,,,,,,3601966.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,93700.0,False,True,1.0,720.0,2020-02-19T20:36:29
480,498,Sian Higgins,Lindsey Daniels-Scott,DXOR49994053124587,3,0.4380159577,0.0,2019-02-19T00:00:00,6,10644.89,23800.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.0,10000.0,,,,,,,,,,885023.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,150000.0,True,True,1.0,33000.0,2020-02-19T20:59:29
482,500,Elizabeth Fox,Shane Taylor-Weston,UGLY63529566283906,5,0.50927711,0.0,2019-04-09T00:00:00,54,14228.03,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.0,20000.0,,,,,,,,,,179164.0,0.0,3.0,0.0,2017.0,De 0 a 5 anos,30000.0,False,True,1.0,16280.0,2020-02-19T21:02:05
